id,scene,conversation
darkblade_marinette_0004,City Hall. Jagged Stone is still signing autographs. Sabrina arrives to where Chloé is.,"Chloé: And I'm supposed to believe you? Ughhh... Why do I bother?
Marinette: Do you realize that you're all being bribed? Concert tickets are awesome, but they aren't gonna solve classroom problems
Nathaniel: So what's your campaign then, Marinette?
Marinette: Well, uh, I'm, uh, thinking cushions would be more realistic than buying new chairs. (to Rose) Your cushion could be very pink. And I'll see about listening to music in the library. Through headphones, of course"
darkblade_marinette_0005,City Hall. Jagged Stone is still signing autographs. Sabrina arrives to where Chloé is.,"Ivan: What are we gonna do?
Marinette: The doors, quickly!
Chloé: ""The doors, quickly!""
Marinette: Quick, Chloé!
Chloé: ""Quick, Chloé!"" Oh"
darkblade_marinette_0006,City Hall. Jagged Stone is still signing autographs. Sabrina arrives to where Chloé is.,"Chloé: Then you're out of luck. You'll have to ask someone else!
Marinette: Hmmm... (goes upstairs) Tikki, we need to talk
Tikki: What are you going to do?
Marinette: Cat Noir needs Ladybug, but the students need me, too!
Tikki: Trust your instincts
Marinette: Kim, Ivan, lock the doors! Make sure all the windows are closed too, quickly! (They go and lock the doors) Nino, Juleka, Rose, Mylène and Alya, you come with me!"
darkblade_marinette_0007,City Hall Office. Marinette is talking with Tikki.,"Chloé: Well, I was going to say the exact same thing. Sabrina, Ivan, Kim, go lock the doors!
Marinette: We have to barricade the entrance!
Nino: I hope they haven't gone too medieval on Cat Noir!
Marinette: It's time to retreat! Sir, we've gotta get out of here!"
darkblade_marinette_0008,City Hall Office. Marinette is talking with Tikki.,"Marinette: I'll catch up with you guys! I'll make sure all the windows are closed first! (opens her purse and Tikki appears) This should be safe now
Marinette: Tikki, spots on! Ha! (Marinette transforms into Ladybug)
Cat Noir: Back off, you tin cans!"
darkblade_marinette_0009,"City Hall. Ladybug enters through a window, and turns back into Marinette.","Chloé: I told you, I never took her diary! And I'm offended that you're accusing me
Marinette: Then how did you even know that my diary was in here?
Chloé: Oh, well, uh... Sabrina told me. It was all (her) idea!"
darkblade_marinette_0010,"City Hall. Ladybug enters through a window, and turns back into Marinette.","Alya: At least now we know nobody will be voting for Chloé. You're gonna be our new representative!
Marinette: Uh... Not so fast, Alya
Chloé: Ha ha ha! See? She's undependable! She's already throwing in the towel!
Marinette: No, I'm not! I just wanna be voted in fairly, not because you don't wanna vote for Chloé, but because you believe in me! I'm not gonna make promises that I can't keep, and I'm not gonna be able to get you everything that you want. But I am resourceful and I know how to prioritize. I'm a good listener and a great multi-tasker. Representing you all is something I truly believe in. And most importantly, I believe in myself. So... Vote for Marinette, for class representative!
Chloé: (sees Sabrina applauding) What are you doing? Are you out of your mind?! Ugh, what are you even good for?! (walks away)"
dearest_family_marinette_0001,Marinette's room. Tikki is found sleeping as the delicious aroma of the galette from downstairs wakes her.,"Tikki: (panics) Marinette! Marinette, what's that smell?
Marinette: (half-asleep, voice hoarse) It's a galette. Made for King's Day. Every year, same day, same time, whoever finds the charm in their slice gets to wear a golden paper crown. (yawns) Go back to sleep, Tikki. It's too early for a Sunday. (covers herself with her blanket)
Tikki: But I've never smelled anything so sweet and wonderful! May I please go and try a little bit?
Marinette: No, Tikki! No one can see you!"
dearest_family_marinette_0002,"Interior, Tom &amp; Sabine Boulangerie Patisserie. Tom brings out another fresh galette out the oven. Roland helps him cook two more, putting the raw galettes on the pan as Tom brings the tray back in the oven. Sabine organizes the galettes and puts them in boxes.","Marinette: (sits up on her loft bed) Oh, okay. I get it
Marinette: (sleepy) Good morning
Roland: Oh, it's my baby sweetiepie!"
dearest_family_marinette_0003,"Interior, Tom &amp; Sabine Boulangerie Patisserie. Tom brings out another fresh galette out the oven. Roland helps him cook two more, putting the raw galettes on the pan as Tom brings the tray back in the oven. Sabine organizes the galettes and puts them in boxes.","Marinette: (chuckles) Alright. I'll go try and get you a piece. I do want to try Dad and Grandpa's new galette! Hide, Tikki!
Marinette: Um... I was just thinking, maybe I could help you by handing out little samples of the galette to the customers standing in the line outside! It'll help them stay patient!
Roland: Great idea!"
dearest_family_marinette_0004,Marinette's room. Marinette comes back with the slices of galette for the other Kwamis.,"Marinette: Nino! Chris! Happy King's Galette Day! (The Lahiffe brothers grab a one piece each from the tray.) A quartet of queens for the King's Galette! (Alya, Nora, Ella and Etta grab pieces of galette from Marinette as well.) Enjoy, girls!
Marinette: Here you go! I brought you all some of that delicious ga— (gasps as she found a lethargic Tikki who finished all the slices of galette she shoved inside her purse) Uhh... I... must've... dropped the pieces! Sorry! (scratches the back of her head)
Sass: That's not what happened!"
dearest_family_marinette_0005,Marinette's room. Marinette comes back with the slices of galette for the other Kwamis.,"Sass: The pastry your father and his father created together is exceptional, unique. I'm afraid its impact on Tikki will—
Marinette: You're exaggerating, Sass. It's just a galette
Sass: I'm sorry to have to tell you this, but I think you don't know Tikki as well as you think you do
Marinette: What?! Of course, I know her! I can say that I know her better than anyone!"
dearest_family_marinette_0006,Marinette's room. Marinette comes back with the slices of galette for the other Kwamis.,"everybody!: )
Marinette: You're absolutely right, Tikki! So, everyone just stay here like good Kwamis and Tikki and I will be back soon with some galette for everyone, okay?
Ziggy: We're never gonna get to taste that sublime galette!"
dearest_family_marinette_0007,"Dupain-Cheng Residence, stairs. Marinette goes to the bakery downstairs with Tikki to grab some galette.","Tikki: Um, Marinette, what are you going to do about the galette? (points at the galette on the shelf)
Marinette: Don't worry, Tikki. I'll put aside a piece for you and the others. (runs towards the bakery exit)
Gina: Happy birthday, Marinetta! (leans on her motorcycle gift wrapped with a big red ribbon)"
dearest_family_marinette_0008,"Dupain-Cheng Residence, living room. Gina, Roland, Tom and Sabine sit together on the sofa.","Roland: Nonsense! Marinette will be an adult when she's twenty-one! Until then, she's a child. Allowing her to think otherwise is crazy enough—
Marinette: I don't think I—
Tom: You guys didn't come here to argue again?! I know my little girl better than anyone, and I think that huge bike is way too dangerous for her!
Marinette: Hey, I'm—"
dearest_family_marinette_0009,Marinette's room. Marinette quickly closes the trapdoor in panic.,"Sabine: That's not what I said!
Marinette: Tikki is not acting normal!
Sass: It's not as if we didn't try to warn you"
dearest_family_marinette_0010,Marinette's room. Marinette quickly closes the trapdoor in panic.,"Ziggy: She becomes out of control!
Marinette: There is still one way to take control of this situation. Tikki, spots on!
Ladybug: (sighs in relief) That was close! (her stomach grumbles) What's going on? (folds her arms around her stomach...) I'm... (...and looks at the Kwamis, now overtaken by Tikki's uncontrollable cravings) ("
dearest_family_marinette_0011,"Parisian rooftops. Ladybug escapes Dearest Family. She slips her feet and tumbles on the roof, hitting a wall, sending her lying on her back. Her stomach continues to grumble.","Ladybug: Spots off!
Marinette: Tikki! What's going on? So, Sass was right? I don't know you as well as... I thought?
Tikki: (looking down) Sorry, Marinette... (looks up to Marinette with a crazy expression) ("
dearest_family_marinette_0012,"Jardin des Tuileries. Empty boxes are scattered around the place. Marinette arrives to find Tikki as a man runs away screaming, seeing Tikki finishing off the galettes from cake to crumbs.","Adrien: Get your strength back, Plagg. We're not out of this yet!
Marinette: Tikki! (The Kwami continues to feed off the galettes from the boxes.) Tikki, you can't stay here! People aren't supposed to see you! Come with me!
Tikki: I'm sorry, Marinette. I just can't help myself! (puts her hands on her face)
Marinette: You've gotta try to keep it together, Tikki. My family's been re-akumatized! I need you!
Tikki: Oh, there's only one piece left. It means if I eat it, it'll be all gone! Oh! I know how to get more! (grunts as she uses her power, a powerful pink aura of energy surrounding her)
Marinette: Tikki, no! A Kwami that uses their power without their owner always causes a disaster!
Tikki: ("
dearest_family_marinette_0013,Jardin des Tuileries.,"Plagg: Tikki, Ladybug's Kwami
Marinette: Tikki! I'm begging you! Stop this! Control yourself!
Tikki: But Marinette, I'm just making the biggest galette in the world!!!"
dearest_family_marinette_0014,In the sewers.,"An even BIGGER ONE!!!: )
Marinette: So, Sass was right. But... why didn't you tell me anything?
Tikki: (cools down) I was afraid you'd think less of me... because of my cravings
Marinette: Oh! Of course not! I'll always like you, Tikki! Everyone has weaknesses, you know? (reaches out her hand) Let me help you overcome yours, just like you're always helping me overcome mine. (Tikki's stomach grumbles) You (can) resist! I have faith in you! Look at me! (Tikki flies to hold Marinette's hand and Marinette cups her in them) Bravo! (goes to hide behind a tree) Now, Tikki, spots on!"
dearest_family_marinette_0015,"Dupain-Cheng Residence, living room. Ladybug runs to the galette where the akumatized charm is. Cat Noir follows behind her, being chased by thr four villains, pushing the door close against them.","Sass: In front of Tikki?
Marinette: Go ahead! Tikki's controlling herself very well! (pats Tikki's head with her thumb)
Tikki: I'm really sorry, Marinette. I thought I'd never have one of those craving episodes again, but the galette your family created is really an exceptional event in the culinary history of humanity!
Marinette: (chuckles softly) I don't blame you, Tikki. But what are we gonna do next year on Galette Day?
Tikki: I've given this some thought! I'm sure that I can reduce my cravings if I just eat galette more often!"
dearest_family_marinette_0016,"Exterior, Tom &amp; Sabine Boulangerie Patisserie. The Dupain-Cheng family stand outside before Gina's motorcycle gift to Marinette.","Sabine: How you were feeling about it?
Marinette: Actually, you all know me pretty well! This bike will be awesome, in a few years. However, I'd be super excited to have an electric mini scooter!
Tom: Uh, a scooter's okay. But with a helmet, right?"
deflagration_the_kwamis_choice_part_2__marinette_0001,Parisian streets. Scarabella is seen swinging from building to building. She arrives in her room and lands in safely.,"Alya: Marinette!
Marinette: (gives the bag of chouquettes to Ella and Etta) Enjoy, you little tornadoes
Ella and Etta: Yay!
Marinette: Tikki couldn't have made a better choice to replace Ladybug"
deflagration_the_kwamis_choice_part_2__marinette_0002,"Interior, Collège Françoise Dupont, in the cafeteria. Zoé places a large amount of cheese on her tray, and sneakily gives one to Plagg who is inside her sling bag.","Plagg: (while hugging the piece of cheese inside Zoé's sling bag) Ahh, never before has pasteurization tasted so much like freedom!
Marinette: (as Adrien helps her with her seat) Thanks, Adrien
Adrien: Did you see today's lunch salad is heart of palm? (raises his fork with a piece of the heart of palm)
Marinette: (nervously) Yes, palms! They remind me of the beach... (plays with her salad)
Adrien: What about the hearts? Do they remind you of something?
Marinette: Of course, they do! They remind me of... the heart of the beach!"
deflagration_the_kwamis_choice_part_2__marinette_0003,"Interior, Collège Françoise Dupont, in the cafeteria. Zoé places a large amount of cheese on her tray, and sneakily gives one to Plagg who is inside her sling bag.","Adrien: Are you okay, Marinette? If you're not ready, you don't have to
Marinette: (while struggling to reach out for Adrien's hand) No! I can... do this!! (grunts aggressively)
Adrien: You know, we can just be friends if you prefer
Marinette: No! No, I don't want to be friends with you!
Adrien: (taken aback and gasps) I see
Marinette: No! I didn't mean it like that! Ugh, my hand... will obey me!!"
deflagration_the_kwamis_choice_part_2__marinette_0004,"Interior, Collège Françoise Dupont, in the courtyard. Plagg's cataclysm deflagrates the school as well. Tikki's lucky charm object tumbles towards Marinette.","Plagg: Cataclysm!
Marinette: A Lucky Charm? This looks like the trash cans we have in our restroom. (gasps as she realizes and hides the trash can behind her) Alya! (calls Alya on her phone)
Monarch: (stands up) You stay here!"
deflagration_the_kwamis_choice_part_2__marinette_0005,"Interior, the Dupain-Cheng's Residence, in Marinette's room. Marinette gathers a helmet, a tube of red and black paint, a red ribbon, a sports suit, a ball of blue yarn and the trash can she grabbed back in school's restroom.","Adrien: You're right, Comrade Ketchup!
Marinette: (flexing her arm) Time to work my magic!
Monarch: (to Tikki) What's happening? And where's Plagg?"
deflagration_the_kwamis_choice_part_2__marinette_0006,Arènes de Lutèce. The chaos continues to ensue before Monarch.,"Tikki: I entrusted it to the Universe. It is where it is supposed to be, but I don’t know where that is
Marinette (disguised as Ladybug): I'm here, Tikki. Everything's going to be okay
Monarch: Ladybug?? I thought I was done with you!
Marinette (disguised as Ladybug): I'm afraid your dreams haven't come true yet, Monarch
Monarch: You no longer have any powers. Your earrings and your Kwami are mine now!
Marinette (disguised as Ladybug): But you have a problem. By using their powers without a holder, the Kwamis have triggered a series of events that will destroy Paris and then the world if I don't call up my Miraculous Ladybug. And only the person with the Lucky Charm can do it. (brings out the Lucky Charm object) You need to give back my earrings and Tikki so I can fix everything!
Monarch: That will also fix Cat Noir’s ring, won't it?
Marinette (disguised as Ladybug): Yes
Monarch: In that case... Voyage! (steals the Lucky Charm from Marinette and knocks her off to the side) Nooroo, Tikki, unify! (He combines the Butterfly and the Ladybug Miraculous and becomes Monarch Bug)"
deflagration_the_kwamis_choice_part_2__marinette_0007,Arènes de Lutèce. The chaos continues to ensue before Monarch.,"Adrien: You're up, Ladybug! (gives the earrings)
Marinette (disguised as Ladybug): Thanks, comrade! (grabs it and runs to hide) Tikki, spots on!
Ladybug: Miraculous Ladybug!"
deflagration_the_kwamis_choice_part_2__marinette_0008,"Interior, the Dupain-Cheng's Residence, in Marinette's room. Marinette is seen sitting beside Alya with Plagg and Tikki.","Tikki: We're going to have to find new holders
Marinette: We don't know how Monarch did it, but we do know that he doesn't know who Ladybug and Cat Noir are; otherwise, we would've lost long ago
Tikki: But if you take your Miraculous back, then you'll no longer be able to have your love story... and you'll be sad again. (pouts)
Marinette: But we (will) win, Tikki. I know we will. (to Plagg) Go and give this ring back to Cat Noir"
derision_marinette_0001,"Interior, the Dupain-Cheng's Residence. In her room, Marinette is in her bed, sleeping. Her phone beside her vibrates shortly after. Seeing that Adrien is calling, Marinette immediately picks up.","Marinette: Adrien?
Adrien: (on the phone) Good morning, Marinette! I was just going to tell you how excited I am that we're meeting at the swimming pool later, and to wake you up just in case you were still sleeping
Marinette: (heartily laughs) Good call! I'm super excited, too"
derision_marinette_0002,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Marinette: (gives Sabine a kiss) Thanks, Mom
Marinette: Good morning!
Adrien: Good morning!"
derision_marinette_0003,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Kim: Right. You guys wouldn't know. (swims a lap and swims back to Adrien and Ondine) Let me explain, you'll see; it's hilarious! It was last year, when Marinette and I were in eighth grade
Marinette: What's wrong with me?! I'm destroying everything I've ever wanted!
Monarch: (from his lair) Panic, I am Monarch. I have sensed your distress. It's a terrible thing when emotions get so strong that you lose control of your physical being. If you want, I can give you the power
Marinette: (voiceover) This can't be happening... I've got to pull myself together! I have to figure out why I get like this every time I get close to Adrien! Otherwise, I'm gonna fall apart!"
derision_marinette_0004,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Chloé: Shush! If I'm not the one who's said it, it's (not) funny
Marinette: Chloé, this was another one of your dirty tricks!
Ms. Mendeleiev: Not only are you late and wasting everyone's time running around, now you're groundlessly accusing one of your classmates? Why don't you go and see what the Principal thinks of this?
Marinette: But I just came back from his office!
Ms. Mendeleiev: Well, go back!"
derision_marinette_0005,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Mylène: So did mine! And you don't see me having fun bullying Marinette. We've got to do something about your pants. I'm afraid they might be ruined for good
Marinette: Oh— They were my favorite pair
Kim: (off-screen) You can have my swimming trunks if you'd like!
Marinette: (blushes and titters) Thanks, but swimming trunks are for swimming pools. It'd be weird to be wearing them in the school yard"
derision_marinette_0006,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Rose: (whispers as the three of them walk away) We'll talk in the cafeteria
Marinette: The only place she never goes to, for now
Chloé: (to Kim) Parasite means you, too, goldfish brain!"
derision_marinette_0007,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Socqueline: Marinette, I promised your mom I'd keep an eye on you, but I can't be around all the time. And next year, I won't even be here anymore! You've gotta learn to stand up to Chloé!
Marinette: Well, even the teachers are afraid of her. And the semester's almost over... Hopefully, next year we won't be in the same class again
Socqueline: Don't tell me you're crushing on this dingbat?
Marinette: Why not? He's nice, funny... and kinda cute!
Socqueline: And are you going to do something about this, for a change?
Marinette: You're right, I've gotta do something. I know! I could ask him out to the swimming pool after school, what do you think?"
derision_marinette_0008,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Marinette: I don't know... I'll just see if we're having a good time, and if I feel like the moment's right at some point, I'll just tell him how I feel, that's it. This isn't Taekwondo, Socqueline! We're just going to the swimming pool. I don't need to have a plan or go over my every move
Marinette: I'll tell you how it went tomorrow!
Socqueline: Right
Marinette: You know, Kim, I think you're really funny... and nice... and sweet, too. And I... I think I'd like us to be more than friends"
derision_marinette_0009,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Kim: Come on! It was just a practical joke! (walks away)
Marinette: (sobs) I will never, (ever) fall in love again!
Socqueline: It wasn't your fault, Marinette
Marinette: Yes, it was! You were right! I should've known, been more prepared... I should've had a plan! I should've been careful! (wipes her tears as her face shifts to anger) I'll never tell another boy that I love him before I know (slams the door with her fist) (everything) about him! Whether he's kind or not, thoughtful, what he does outside of school and with who, I'll know everything, his birthday, all his first names, his schedule, his favorite things! And above all, I'll make sure that he is NOT friends with Chloé! (breaks down and hugs Socqueline)"
derision_marinette_0010,"Exterior, at the swimming pool. Adrien is seen standing by the door, waiting for Marinette. And just in time, Marinette arrives on her scooter.","Chloé: Good riddance
Marinette: (off-screen) Socqueline, wait! (catches up to Socqueline, who then stops walking upon hearing Marinette) I'm sorry. This is all my fault. It's not fair you're being punished because of me!
Socqueline: (places her hands on Marinette's shoulder) Every good fight is worth fighting. We shouldn't be influenced by our chances of winning, but by whether or not it's the right thing to do! (starts walking away) Remember, Marinette: you gotta know when to step in; that's the only way you can change things in life!
Marinette: (laughs triumphantly) I know why I'm so afraid!"
derision_marinette_0011,"Interior, in the swimming pool. Kim goes up the stairs as the Megakuma flies towards him, entering his goggles.","Kim: At least (you) get my sense of humor! (succumbs to the akumatization and transforms into Dark Humor)
Marinette: Adrien! I know what's wrong with me! (goes down the stairs) It's not my fault, and it's not your fault, either! It's all Chloé's fault!
Dark Humor: So, all you wet blankets, ready to learn to have fun?"
derision_marinette_0012,"Interior, in the swimming pool. Kim goes up the stairs as the Megakuma flies towards him, entering his goggles.","Dark Humor: So, all you wet blankets, ready to learn to have fun?
Marinette, Adrien and Ondine: Kim?!
Lifeguard: Hey, you! There's no flying in the pool!"
derision_marinette_0013,"Interior, in the swimming pool. Kim goes up the stairs as the Megakuma flies towards him, entering his goggles.","Adrien: Stay here. I'm going to get help! (closes the door)
Marinette: (gasps) At least when we're running away hand in hand, I don't shake like a leaf! Tikki, spots on! (transforms into Ladybug)
Adrien: Kim's gone WAY too far! Plagg, claws out! (transforms into Cat Noir)"
derision_marinette_0014,"Interior, at the swimming pool. Kim, Ondine, Marinette and Adrien are at the poolside.","Kim: You're right, Ondine. I'm just a fool who doesn't think about the consequences of what I say or do. But I'm going to change. (to Marinette, apologetically) I'm sorry I hurt you, Marinette. Can you please forgive me?
Marinette: (smiles kindly at Kim for his sincere apology) Apology accepted, Kim
Ondine: (hugs Kim) There! That's the boy I fell in love with! (kisses Kim's cheek)
Marinette: I finally figured it out why I keep making things so difficult — why I'm so afraid of telling you how I feel. I know you'd never mean to hurt me, but... somehow I'm still scared. And, I'm afraid I'll be scared for a long time to come"
despair_bear_marinette_0001,Literature classroom. Tom Dupain is teaching Marinette and her class how to make pastries.,"Alya: (whispers to Marinette) I love it when your dad comes to class and gives us pastry lessons!
Marinette: (chuckles) So does he!
Chloé: Urgh! Do they seriously think I'm going to get my hands dirty, cooking like some maid? If I want a croissant, I'd just make my butler get it for me"
despair_bear_marinette_0002,Literature classroom. Tom Dupain is teaching Marinette and her class how to make pastries.,"Tom: Now we need to chill it for half an hour. Marinette?
Marinette: (gasps as her dad calls her name) Yes, dad?
Tom: Could you put this in the school cafeteria fridge for me, please? In the meantime, I'm going to show your friends how to whip up egg whites!
Marinette: Of course!"
despair_bear_marinette_0003,Literature classroom. Tom Dupain is teaching Marinette and her class how to make pastries.,"Marinette: Not yet, Tikki. Control that sweet tooth of yours
Marinette: Hide, Tikki!
Miss Bustier: Quietly, students. Single file line, please. Just keep moving"
despair_bear_marinette_0004,Collège Françoise Dupont. Denis Damoclès is explaining the false situation to the students.,"Denis Damoclès: Hold on! I want the guilty party to apologize to you
Marinette: (whispers to Alya) I'm sure it was Chloé. I saw her on her phone right before the alarm went off!
Alya: You seeing her make a phone call isn't solid proof
Marinette: (sighs)"
despair_bear_marinette_0005,Collège Françoise Dupont. Denis Damoclès is explaining the false situation to the students.,"Alya: Do you see what just went down?
Marinette: I know. Adrien just talked in my ear!
Alya: (annoyed) Seriously, Marinette?"
despair_bear_marinette_0006,"Marinette's room. Alya takes pictures of Rose, Juleka and Mylène who are modeling Marinette's hat designs.","Chloé: (Chloé starts having flashbacks when Mr. Cuddly used to comfort her as a child, one of which is with her mother.) I remember, Jean-Luc. Adrien's going to see just how nice I can be
Marinette: And these are jewels I designed that you can customize yourselves
Rose: Oooh. They are so cute"
despair_bear_marinette_0007,"Marinette's room. Alya takes pictures of Rose, Juleka and Mylène who are modeling Marinette's hat designs.","Rose: That's so nice of Chloé!
Marinette: Chloé and nice in the same sentence? Can't be her
Mylène: Maybe somebody hacked her phone then
Marinette: (pulls out her phone) I haven't received a text"
despair_bear_marinette_0008,Le Grand Paris. Chloé is hosting a party.,"Jean: Well, that's what Mr. Cuddly would do. (Chloé exhales.) This way, you will prove to your good friend, Adrien that you really are nice
Marinette: This whole party thing is way weird
Adrien: Well, I've known Chloé for a long time. She can be really cool, sometimes!"
despair_bear_marinette_0009,Le Grand Paris. Chloé is hosting a party.,"Alya: (chuckles) I should have got you guys on video!
Marinette: (mumbles) Don't rub it in
Chloé: I did it. Adrien seems happy. Are we done now?"
despair_bear_marinette_0010,Le Grand Paris.,"Hawk Moth: (shocked and confused) What are you doing, Miss Bourgeois? Where's that natural cruelty I'm counting on?
Marinette: This BFF act she's doing is just one big charade. She's just doing it to please Adrien
Alya: Ahem. How funny. That reminds me of a girl who didn't want to go to a party until she heard she heard Adrien would be there
Marinette: Please don't compare me to Chloé. (Alya giggles)"
despair_bear_marinette_0011,Le Grand Paris.,"Alya: Go over and ask him, girl!
Marinette: Uh, what?! Adrien?! No, you're crazy!
Adrien: Hey, Marinette. Wanna dance?
Marinette: (stutters) I, uh"
despair_bear_marinette_0012,"Le Grand Paris. Everyone is dancing. Despair Bear leaves the kitchen and starts searching for a victim to taunt Chloé. He then finds Sabrina and attaches himself on to her leg, making Sabrina mind controlled by him.","Despair Bear: Oh, what a gentleman. Despair Bear praises a knight in shining armor. (attaches himself on to Kim's leg, making him mind-controlled and Adrien and Marinette see this)
Marinette: Uh, I think I had too much orange juice. I gotta go. See ya
Adrien: No problem. I have something to do, anyway. See ya"
desperada_marinette_0001,Couffaine Houseboat.,"Marinette: You're so talented, Luka. How long have you been playing for?
Luka: Since I was in diapers. (strums guitar)
Marinette: (giggles)"
desperada_marinette_0002,Couffaine houseboat. The three girls watch Marinette and Luka together.,"Alya: Kagami might be on to something, you know
Marinette: Luka? You know he's just a friend. (Marinette runs off; Alya sighs and follows her.)
Jagged Stone: You know perfectly well you were my first choice. You're the only one, Nanarky"
desperada_marinette_0003,Seine.,"Marinette: Me? -- Guitar? I-I can play a few notes on the flute, but I don't think
Marinette: No wait, Jagged. I know the perfect musician
Jagged Stone: Really? You rock, Marinette!
Marinette: I'm sure you know Adrien Agreste. He's the cutest -- uh -- the greatest model -- I mean, musician in the world!"
desperada_marinette_0004,Seine.,"Jagged Stone: Uh, okay, you sure? How 'bout that young dude with the awesome T-shirt? Don't you think he's better equipped for the job?
Marinette: Of course! You're right, Jagged! (they sigh) Luka can let Adrien borrow his guitar, can't you, Luka?
Luka: If you like, Marinette... (they groan) put it to good use, Adrien"
desperada_marinette_0005,Couffaine houseboat.,"Desperada: In that case, you'll be (my) first choice (too!) (fires at Anarka and she disappears) I never miss a musical note. Vivica ALWAYS hits her targets! (fires at Kagami and she disappears as well)
Marinette: I never should've given that guitar to Adrien. Why did I do that, Tikki?
Tikki: You have a troubled heart, Marinette
Marinette: (groans) What is happening to me?! Tikki, spots on!"
desperada_marinette_0006,"Fu's massage shop. Master Fu opens the gramophone to reveal the Miracle Box, and places the box between him and Marinette.","Master Fu: Marinette Dupain-Cheng. You must pick an ally you can trust to fight alongside you on this mission. Once the mission is over, you will take the Miraculous back and return it to me
Marinette: Desperada's relentless. There's no room for error with her -- there'll be no second chance. Or maybe this one
Master Fu: The snake's power is a very strong one, Marinette. Whoever uses it must be wise enough, not to be tempted to manipulate time for their own personal gain
Marinette: I understand, Master Fu, I know (just) the perfect person. I can't believe I didn't think of him before -- a perfect match"
el_toro_de_piedra_marinette_0001,"Agreste mansion. Upper floor, Adrien's room. Marinette runs into the room Adrien is looking through a few boxes.","Adrien: I forget it did that
Marinette: That was your father's voice?
Adrien: Yes. When I was a kid he could always make me laugh and then he started travelling... Thank you Marinette it's nice reminiscing about Papa corn"
el_toro_de_piedra_marinette_0002,"Agreste mansion. Upper floor, Adrien's room. Marinette runs into the room Adrien is looking through a few boxes.","Marinette: Look! He wrote a letter to santa. That's so sweet!
Marinette: Huh? What's this doing in that old album? Adrien's dad only created alliance rings recently, right before
Tikki: The Alliance rings didn't exist back when Adrien was six
Marinette: That's right Tikki and if the box was closed there's no way...(She gasps) Unless Gabriel Agreste put it here on purpose"
el_toro_de_piedra_marinette_0003,Agreste mansion. Nathalie's room. Nathalie is sitting at her desk on her laptop in a meeting of some kind.,"The Scepter: Good. Otherwise there won't be another chance
Marinette: I have to talk to you!
Nathalie: Not now. (Marinette pulls the letter from her jacket. Nathalie looks surprised) Not here"
el_toro_de_piedra_marinette_0004,Agreste mansion. Gabriel's atelier. Nathalie hold the letter in her hand.,"Nathalie: There's only one thing we can do. (Nathalie starts to rip the letter)
Marinette: Wait! (Marinette takes the letter) Should we be doing this?
Nathalie: Protecting Adrien?
Marinette: No! I mean do we get to make this decision for him? Is erasing part of his past really protecting him?"
el_toro_de_piedra_marinette_0005,"Exterior, Collège Françoise Dupont, school courtyard. Marinette stands at the stage addressing a crowd of people.","Nino: (gets on stage ) And also that learning is cool
Marinette: We've searched for awhile for the right words to honor you, Miss Bustier, and we all agreed there are only two
Everyone on stage: Thank you!"
el_toro_de_piedra_marinette_0006,"Agreste mansion. Upper floor, Adrien's room. Adrien props up his Froggy toy on his bedside table, Marinette walks in letter in hand.","Mylène: I'm so glad you're finally talking
Marinette: You ok?
Adrien: Yeah, I'm fine. It's just...things were so hard with dad in recent years. How did he go from Papa Corn to father....I wish could face him like Ivan said and understand, but when he was still here I didn't to try and tell him anything and now it's too late. Still I'm glad I got to remember Papa corn today thanks to you"
ephemeral_marinette_0001,In the alleys. Ladybug and Cat Noir land safely.,"Marinette: (flustered) Please, say something!
Marinette: (flustered) I guess, now that you know it's me, you don't like me anymore
Adrien: No! (holds Marinette's hands) It's that, I just found out that one of my closest friends is the person I love and admire most in the world"
ephemeral_marinette_0002,In the movie theater. Marinette waits for Adrien.,"Shadow Moth: (interrupting him) Enough, Kwami! I am your master now! (Adrien transforms into Ephemeral)
Marinette: Adrien?
Shadow Noir: Hello, Ladybug
Marinette: Tikki, spots on! (transforms into Ladybug)"
ephemeral_marinette_0003,In the movie theater. Shadow Noir grabs Marinette.,"Shadow Noir: Those earrings are MINE!!!
Marinette: WAH!! NO!!! NO!!!! ADRIEN! HEEEEEEEEEELLPPP!!!!!!!
Shadow Noir: Ah! (throws Marinette away) YES!!! My greatest wish will finally come TRUE!!!"
